Gene	Chrom	Start	End	Coding
NAR1	chr6	593122	595984	Coding
MFR1	chr6	596483	602866	Coding
CWF7	chr6	602024	605863	Coding
RPL19	chr6	605437	608581	Coding
PF3D7_0614600	chr6	609088	611451	Coding
PF3D7_0614700	chr6	612082	614491	Coding
NTHL1	chr6	615060	617043	Coding
PF3D7_0614900	chr6	617589	622087	Coding
PF3D7_0615000	chr6	622098	623014	Coding
ENR	chr6	622767	624490	Coding
PF3D7_0615200	chr6	625120	627612	Coding
GWT1	chr6	627693	630345	Coding
PF3D7_0615400	chr6	630396	642340	Coding
CRK5	chr6	642699	646241	Coding
PF3D7_0615600	chr6	646286	655848	Coding
ALYREF	chr6	656020	657929	Coding
COG4	chr6	657706	662270	Coding
PF3D7_0615900	chr6	662372	669026	Coding
PDXK	chr6	669060	671828	Coding
PF3D7_0616100	chr6	671851	672965	Coding
NDC80	chr6	674071	676647	Coding
PF3D7_0616300	chr6	676559	677881	Coding
PF3D7_0616400	chr6	678087	684110	Coding
TLP	chr6	684742	688857	Coding
PF3D7_0616600	chr6	689086	691142	Coding
PF3D7_0616700	chr6	691710	694810	Coding
MQO	chr6	695090	698245	Coding
PF3D7_0616900	chr6	698792	704220	Coding
TOM40	chr6	703477	705444	Coding
PF3D7_0617100	chr6	707666	714669	Coding
PF3D7_0617200	chr6	714972	720182	Coding
PF3D7_0617300	chr6	720336	721721	Coding
VAR	chr6	722377	731499	Coding
PF3D7_0617600	chr6	738020	739535	Coding
RIF	chr6	741269	742406	Coding
H2A	chr6	747329	749285	Coding
H3.3	chr6	753392	756429	Coding
PF3D7_0618000	chr6	757278	761654	Coding
PF3D7_0618100	chr6	761703	764548	Coding
PF3D7_0618200	chr6	764260	765980	Coding
PF3D7_0618300	chr6	767672	769944	Coding
PF3D7_0618400	chr6	770147	772506	Coding
MDH	chr6	774491	776051	Coding
ROM10	chr6	775980	777835	Coding
PF3D7_0618700	chr6	778651	779988	Coding
PF3D7_0618800	chr6	779480	783561	Coding
GPI1	chr6	784019	788588	Coding
PF3D7_0619000	chr6	788061	796075	Coding
PF3D7_0619100	chr6	796519	798904	Coding
PF3D7_0619200	chr6	799040	803205	Coding
PF3D7_0619300	chr6	802988	814565	Coding
PF3D7_0619400	chr6	815190	818801	Coding
ACS12	chr6	819576	824325	Coding
PF3D7_0619600	chr6	824758	828098	Coding
PF3D7_0619700	chr6	828122	830389	Coding
PF3D7_0619800	chr6	830916	839790	Coding
SF3A2	chr6	839748	841672	Coding
PIMMS43	chr6	841846	843363	Coding
ATPTG12	chr6	845162	846452	Coding
PF3D7_0620200	chr6	846523	848013	Coding
PF3D7_0620300	chr6	848035	850864	Coding
MSP10	chr6	851162	853200	Coding
PF3D7_0620500	chr6	853821	857324	Coding
PF3D7_0620600	chr6	857342	858966	Coding
PF3D7_0620700	chr6	858689	860721	Coding
PF3D7_0621000	chr6	862450	865522	Coding
PF3D7_0621100	chr6	865550	870507	Coding
PDX1	chr6	871089	873059	Coding
PUF3	chr6	873178	877670	Coding
SYS1	chr6	876679	877298	Coding
ALV7	chr6	878363	880852	Coding
RPP1	chr6	881823	883145	Coding
PF3D7_0621700	chr6	884024	890267	Coding
PF3D7_0621800	chr6	890901	892882	Coding
SRP68	chr6	892883	896208	Coding
PF3D7_0622000	chr6	896664	897983	Coding
PF3D7_0622100	chr6	897970	902735	Coding
PF3D7_0622200	chr6	903432	906428	Coding
PF3D7_0622300	chr6	907610	911239	Coding
PF3D7_0622400	chr6	911283	912177	Coding
PF3D7_0622500	chr6	912197	914142	Coding
QCR9	chr6	914409	915450	Coding
PF3D7_0622700	chr6	915905	917975	Coding
PF3D7_0622800	chr6	918684	924649	Coding
AP2Tel	chr6	924060	932959	Coding
CS	chr6	936298	938735	Coding
NAB2	chr6	938917	944710	Coding
FNR	chr6	945100	947629	Coding
PF3D7_0623300	chr6	947121	949262	Coding
Mei2	chr6	950223	951506	Coding
SOD2	chr6	952825	955039	Coding
PF3D7_0623600	chr6	955547	958868	Coding
SUV3	chr6	958885	962607	Coding
TKL4	chr6	962886	974547	Coding
PF3D7_0623900	chr6	977162	978525	Coding
HK	chr6	980208	983258	Coding
PF3D7_0624100	chr6	983297	985562	Coding
PF3D7_0624200	chr6	984837	986998	Coding
PF3D7_0624300	chr6	987808	989636	Coding
PF3D7_0624400	chr6	989930	992253	Coding
APC11	chr6	993658	996430	Coding
ISWI	chr6	998548	1009457	Coding
PIGL	chr6	1008978	1010796	Coding
PF3D7_0624800	chr6	1011429	1014569	Coding
PF3D7_0624900	chr6	1015681	1018905	Coding
SMS1	chr6	1019648	1022452	Coding
SMS2	chr6	1023015	1024214	Coding
PF3D7_0625200	chr6	1024810	1026740	Coding
PF3D7_0625300	chr6	1026468	1031411	Coding
PF3D7_0625400	chr6	1031969	1034471	Coding
PF3D7_0625500	chr6	1034313	1037552	Coding
PAP	chr6	1037558	1042004	Coding
PF3D7_0625700	chr6	1042132	1043395	Coding
PF3D7_0625800	chr6	1043400	1045953	Coding
PF3D7_0625900	chr6	1046986	1048052	Coding
PF3D7_0626000	chr6	1048453	1055207	Coding
PF3D7_0626100	chr6	1055904	1058812	Coding
PF3D7_0626200	chr6	1058496	1060180	Coding
FabB/FabF	chr6	1061115	1062891	Coding
PF3D7_0626400	chr6	1064859	1068640	Coding
PF3D7_0626500	chr6	1069962	1072805	Coding
PF3D7_0626600	chr6	1073363	1074436	Coding
PF3D7_0626700	chr6	1074341	1076871	Coding
PyrK	chr6	1078020	1082073	Coding
PF3D7_0626900	chr6	1082531	1084389	Coding
PF3D7_0627000	chr6	1084110	1087609	Coding
PF3D7_0627100	chr6	1087078	1094389	Coding
PF3D7_0627200	chr6	1094737	1096373	Coding
RNF5	chr6	1096654	1098696	Coding
TIM22	chr6	1099753	1100995	Coding
DJ1	chr6	1100997	1103240	Coding
PF3D7_0627600	chr6	1103388	1105825	Coding
PF3D7_0627700	chr6	1105837	1113416	Coding
ACAS	chr6	1113448	1117623	Coding
POP4	chr6	1118231	1121193	Coding
PTPS	chr6	1121527	1122523	Coding
HECT1	chr6	1122322	1154481	Coding
PK4	chr6	1158605	1169668	Coding
CEPT	chr6	1169270	1174371	Coding
PF3D7_0628400	chr6	1175869	1178588	Coding
PF3D7_0628500	chr6	1178630	1180100	Coding
PF3D7_0628600	chr6	1180102	1182381	Coding
PF3D7_0628700	chr6	1183134	1185887	Coding
GATB	chr6	1184868	1189014	Coding
PF3D7_0628900	chr6	1189472	1193978	Coding
GNA1	chr6	1194304	1195217	Coding
NAPRT	chr6	1195429	1198332	Coding
PF3D7_0629200	chr6	1198354	1202056	Coding
PL	chr6	1204859	1208175	Coding
PABP3	chr6	1209083	1213867	Coding
AAT1	chr6	1213102	1217313	Coding
PF3D7_0629600	chr6	1217321	1219766	Coding
SET1	chr6	1221309	1243267	Coding
PF3D7_0629800	chr6	1243321	1247814	Coding
PF3D7_0629900	chr6	1248188	1251651	Coding
PF3D7_0630000	chr6	1252052	1253985	Coding
PF3D7_0630100	chr6	1254330	1256987	Coding
PSOP6	chr6	1258880	1259939	Coding
PF3D7_0630300	chr6	1260163	1270722	Coding
PF3D7_0630400	chr6	1271808	1274009	Coding
YTM1	chr6	1275505	1278363	Coding
PF3D7_0630600	chr6	1279742	1283475	Coding
PF3D7_0630700	chr6	1284439	1287109	Coding
PF3D7_0630800	chr6	1288066	1290942	Coding
HAS1	chr6	1290623	1293448	Coding
PF3D7_0631000	chr6	1293965	1296496	Coding
PF3D7_0631100	chr6	1297376	1300414	Coding
EPF1	chr6	1316873	1317721	Coding
MC-2TM	chr6	1318327	1319116	Coding
EPF3	chr6	1321320	1322094	Coding
EPF4	chr6	1323294	1324435	Coding
RIF	chr6	1329771	1330963	Coding
PF3D7_0631900	chr6	1333013	1334035	Coding
RIF	chr6	1336146	1337473	Coding
RIF	chr6	1338218	1339417	Coding
RIF	chr6	1341307	1342595	Coding
RIF	chr6	1347341	1348571	Coding
RIF	chr6	1350724	1352087	Coding
VAR	chr6	1353946	1366430	Coding
RIF	chr6	1371501	1372861	Coding
VAR	chr6	1374797	1382627	Coding
VAR	chr7	20307	28083	Coding
RIF	chr7	30097	31269	Coding
RIF	chr7	33585	34804	Coding
PF3D7_0700400	chr7	36922	37927	Coding
RIF	chr7	40288	41453	Coding
MC-2TM	chr7	47992	49535	Coding
RIF	chr7	55562	56781	Coding
EPF3	chr7	68066	68840	Coding
MC-2TM	chr7	70781	72205	Coding
EPF1	chr7	72477	73325	Coding
RIF	chr7	75918	77055	Coding
PF3D7_0701900	chr7	79450	83835	Coding
PF3D7_0702000	chr7	83838	86436	Coding
LPL20	chr7	91731	95602	Coding
STARP	chr7	95444	99176	Coding
SEMP1	chr7	100338	103399	Coding
PF3D7_0702500	chr7	104012	106731	Coding
PF3D7_0702600	chr7	109915	110178	Coding
PF3D7_0702900	chr7	112576	114405	Coding
PF3D7_0703000	chr7	115122	120892	Coding
CIA2	chr7	121061	122407	Coding
PF3D7_0703200	chr7	122013	127441	Coding
PF3D7_0703300	chr7	128111	129083	Coding
PF3D7_0703400	chr7	129160	132186	Coding
PF3D7_0703500	chr7	133470	143247	Coding
PF3D7_0703600	chr7	143601	146565	Coding
PF3D7_0703700	chr7	146573	148237	Coding
PF3D7_0703800	chr7	149804	152980	Coding
PF3D7_0703900	chr7	153119	167024	Coding
PF3D7_0704000	chr7	167240	177537	Coding
BTP2	chr7	179797	191155	Coding
PF3D7_0704200	chr7	190990	195252	Coding
PF3D7_0704300	chr7	196266	203802	Coding
PF3D7_0704400	chr7	204333	208447	Coding
PF3D7_0704500	chr7	207891	213784	Coding
UT	chr7	214949	230713	Coding
PPAT	chr7	232362	237763	Coding
PPM12	chr7	237810	242106	Coding
RF2	chr7	243898	245016	Coding
PF3D7_0705000	chr7	245497	250602	Coding
PF3D7_0705100	chr7	251976	255484	Coding
PF3D7_0705200	chr7	255871	260931	Coding
ORC2	chr7	261340	264630	Coding
MCM7	chr7	264682	267876	Coding
PF3D7_0705500	chr7	269635	280332	Coding
PF3D7_0705600	chr7	280570	284888	Coding
PF3D7_0705700	chr7	285012	286963	Coding
PF3D7_0705800	chr7	287597	289088	Coding
PF3D7_0705900	chr7	289460	291545	Coding
PF3D7_0706000	chr7	292228	297493	Coding
PF3D7_0706100	chr7	297233	303776	Coding
PF3D7_0706200	chr7	303964	305242	Coding
PF3D7_0706300	chr7	305264	306466	Coding
RPL37	chr7	306475	308427	Coding
PF3D7_0706500	chr7	309725	316861	Coding
PF3D7_0706600	chr7	319757	322639	Coding
MSH2-2	chr7	322907	325528	Coding
PF3D7_0707200	chr7	329719	336587	Coding
RAMA	chr7	337720	343059	Coding
PF3D7_0707400	chr7	343620	346688	Coding
PF3D7_0707500	chr7	347664	353625	Coding
MED10	chr7	353757	355465	Coding
PF3D7_0707700	chr7	356174	360641	Coding
PF3D7_0707800	chr7	360813	365795	Coding
PF3D7_0707900	chr7	366092	368080	Coding
PF3D7_0708000	chr7	368274	372081	Coding
RPB10	chr7	372302	373569	Coding
PF3D7_0708200	chr7	374243	377393	Coding
BUD32	chr7	377674	379642	Coding
HSP90	chr7	380449	385546	Coding
PF3D7_0708500	chr7	385186	388646	Coding
IMC1d	chr7	389473	390365	Coding
COX4	chr7	390832	392770	Coding
HSP110c	chr7	393813	399112	Coding
SCO1	chr7	398963	400872	Coding
CRT	chr7	402385	406341	Coding
PF3D7_0709100	chr7	407818	412040	Coding
GLP3	chr7	412092	413161	Coding
MED14	chr7	413560	422436	Coding
PF3D7_0709400	chr7	422674	427278	Coding
PF3D7_0709500	chr7	427513	429738	Coding
POP1	chr7	429537	433997	Coding
PARE	chr7	434748	436518	Coding
PF3D7_0709800	chr7	437183	438431	Coding
PF3D7_0709900	chr7	438115	445951	Coding
PF3D7_0710000	chr7	447209	458876	Coding
PF3D7_0710100	chr7	459688	461959	Coding
PF3D7_0710200	chr7	462183	472293	Coding
PF3D7_0710300	chr7	472306	474069	Coding
RAD14	chr7	474350	475968	Coding
PF3D7_0710500	chr7	475796	477592	Coding
RPL34	chr7	478345	479945	Coding
PF3D7_0710700	chr7	480710	482347	Coding
USE1	chr7	482351	484169	Coding
RPL1	chr7	484253	486321	Coding
CDC48	chr7	486497	491719	Coding
PF3D7_0711100	chr7	491933	494421	Coding
PF3D7_0711200	chr7	494948	498596	Coding
PF3D7_0711300	chr7	499135	500245	Coding
SAP18	chr7	500019	503352	Coding
PF3D7_0711500	chr7	504540	507864	Coding
VAR	chr7	511950	519425	Coding
VAR	chr7	527338	535131	Coding
VAR	chr7	542906	550520	Coding
VAR	chr7	552158	559078	Coding
VAR	chr7	566726	574308	Coding
VAR	chr7	581386	588923	Coding
VAR	chr7	590326	597733	Coding
RIF	chr7	602141	603381	Coding
MC-2TM	chr7	605369	606780	Coding
EPF1	chr7	606547	608612	Coding
SR25	chr7	612059	613810	Coding
PF3D7_0713500	chr7	613821	617804	Coding
PF3D7_0713600	chr7	617889	621078	Coding
PF3D7_0713700	chr7	621090	623717	Coding
NELFA	chr7	623870	625625	Coding
PF3D7_0713900	chr7	626391	641230	Coding
H2B.Z	chr7	642200	643997	Coding
PF3D7_0714100	chr7	646719	648767	Coding
PF3D7_0714200	chr7	650460	655136	Coding
DHHC4	chr7	656565	662123	Coding
PF3D7_0714400	chr7	662068	664084	Coding
PF3D7_0714500	chr7	664252	667474	Coding
PF3D7_0714600	chr7	667505	670119	Coding
PNPase	chr7	673042	674476	Coding
MYCBP	chr7	674505	675251	Coding
PF3D7_0715200	chr7	675522	682899	Coding
PF3D7_0715300	chr7	683130	686996	Coding
PSOP20	chr7	687618	689135	Coding
PF3D7_0715500	chr7	689176	690393	Coding
PF3D7_0715600	chr7	690902	693820	Coding
PF3D7_0715700	chr7	694095	695200	Coding
DMT1	chr7	695091	697180	Coding
CDF	chr7	697965	701574	Coding
PF3D7_0716000	chr7	702601	706721	Coding
SDA1	chr7	706991	711199	Coding
PF3D7_0716200	chr7	711820	715046	Coding
PF3D7_0716300	chr7	716275	719340	Coding
PF3D7_0716400	chr7	719353	721623	Coding
PF3D7_0716500	chr7	721717	725068	Coding
SufS	chr7	725093	727476	Coding
PF3D7_0716700	chr7	728081	731148	Coding
EIF3I	chr7	731974	734370	Coding
DMT2	chr7	734609	737460	Coding
PF3D7_0717000	chr7	737988	741576	Coding
PF3D7_0717100	chr7	741609	744981	Coding
PF3D7_0717200	chr7	745040	747459	Coding
PF3D7_0717300	chr7	747860	751189	Coding
PF3D7_0717400	chr7	751584	755027	Coding
CDPK4	chr7	755098	758456	Coding
IMC32	chr7	758490	763360	Coding
PF3D7_0717700	chr7	764201	766451	Coding
PF3D7_0717800	chr7	767357	771949	Coding
PF3D7_0717900	chr7	772279	775568	Coding
PF3D7_0718000	chr7	776141	795637	Coding
EST	chr7	795957	805184	Coding
CRMP2	chr7	812301	820635	Coding
PF3D7_0718400	chr7	821738	823473	Coding
PF3D7_0718500	chr7	824069	826448	Coding
PF3D7_0718600	chr7	826587	831534	Coding
PF3D7_0718700	chr7	831360	833140	Coding
PF3D7_0718800	chr7	833630	835051	Coding
PF3D7_0718900	chr7	835957	836861	Coding
PF3D7_0719000	chr7	837682	839204	Coding
PF3D7_0719100	chr7	838686	840277	Coding
NEK4	chr7	840693	843025	Coding
ARP6	chr7	843566	848302	Coding
PF3D7_0719400	chr7	848223	853891	Coding
CDC50A	chr7	854313	857078	Coding
PF3D7_0719600	chr7	858476	861392	Coding
RPS10	chr7	859916	863337	Coding
PF3D7_0719800	chr7	862922	865648	Coding
PF3D7_0719900	chr7	865738	876273	Coding
CSL4	chr7	876312	877716	Coding
ESF2	chr7	877733	879225	Coding
PF3D7_0720200	chr7	879431	880461	Coding
PF3D7_0720300	chr7	880465	880863	Coding
AIF	chr7	882414	885394	Coding
PF3D7_0720500	chr7	885897	888194	Coding
PF3D7_0720600	chr7	887432	890648	Coding
PF3D7_0720700	chr7	889883	899213	Coding
PF3D7_0720800	chr7	899525	901353	Coding
PF3D7_0720900	chr7	901363	903408	Coding
PF3D7_0721000	chr7	903558	914883	Coding
PF3D7_0721100	chr7	915483	917854	Coding
PF3D7_0721200	chr7	917535	921058	Coding
DDX31	chr7	921511	925761	Coding
PF3D7_0721400	chr7	925872	928510	Coding
PF3D7_0721500	chr7	928514	931139	Coding
PF3D7_0721600	chr7	930961	933016	Coding
PSOP1	chr7	935116	937312	Coding
PF3D7_0721800	chr7	937845	939457	Coding
PF3D7_0721900	chr7	939284	941111	Coding
PF3D7_0722000	chr7	941358	943425	Coding
PELO	chr7	943456	945979	Coding
RALP1	chr7	946077	949317	Coding
PF3D7_0722300	chr7	948774	953832	Coding
OLA1	chr7	954400	956685	Coding
CWC15	chr7	956747	958325	Coding
UTP7	chr7	958352	961340	Coding
C3AP1	chr7	961629	963030	Coding
PF3D7_0722800	chr7	963370	965109	Coding
PF3D7_0722900	chr7	965664	968075	Coding
PF3D7_0723000	chr7	968088	970023	Coding
CPH1	chr7	970492	971877	Coding
PF3D7_0723200	chr7	972658	974272	Coding
PF3D7_0723300	chr7	975585	978720	Coding
PF3D7_0723400	chr7	978565	984099	Coding
PF3D7_0723500	chr7	984384	985928	Coding
PF3D7_0723600	chr7	986292	987765	Coding
PF3D7_0723700	chr7	987805	991350	Coding
PF3D7_0723800	chr7	991989	1000332	Coding
PF3D7_0723900	chr7	1000342	1005611	Coding
PF3D7_0724000	chr7	1006222	1012279	Coding
PF3D7_0724100	chr7	1011770	1017083	Coding
TAP42	chr7	1019248	1020817	Coding
COQ3	chr7	1021112	1022659	Coding
PAM18	chr7	1023600	1024634	Coding
PF3D7_0724500	chr7	1024663	1026167	Coding
PF3D7_0724600	chr7	1026103	1033815	Coding
BDP6	chr7	1034245	1046354	Coding
PF3D7_0724800	chr7	1046357	1049418	Coding
PF3D7_0724900	chr7	1052392	1058413	Coding
PF3D7_0725000	chr7	1058649	1063957	Coding
PF3D7_0725100	chr7	1064276	1070581	Coding
PF3D7_0725200	chr7	1070594	1072029	Coding
PF3D7_0725300	chr7	1071985	1075144	Coding
PF3D7_0725400	chr7	1078691	1080123	Coding
PF3D7_0726050	chr7	1092439	1092741	Coding
PF3D7_0726100	chr7	1093546	1097313	Coding
FIKK7.1	chr7	1099013	1103615	Coding
PMS1	chr7	1103794	1109232	Coding
PF3D7_0726400	chr7	1108583	1125415	Coding
PF3D7_0726500	chr7	1125789	1138474	Coding
PF3D7_0726600	chr7	1139818	1143059	Coding
PF3D7_0726700	chr7	1143196	1143923	Coding
OST2	chr7	1143936	1144903	Coding
TIM50	chr7	1144814	1147488	Coding
VPS53	chr7	1147264	1151617	Coding
PF3D7_0727100	chr7	1151697	1155473	Coding
NFS1	chr7	1156175	1158838	Coding
DNMT	chr7	1159604	1162222	Coding
PF3D7_0727400	chr7	1162392	1164096	Coding
PF3D7_0727500	chr7	1164165	1166851	Coding
PF3D7_0727600	chr7	1167163	1170838	Coding
PF3D7_0727700	chr7	1171212	1174450	Coding
PF3D7_0727800	chr7	1175363	1181839	Coding
PF3D7_0727900	chr7	1183630	1190173	Coding
eIF2alpha	chr7	1190698	1192848	Coding
PF3D7_0728100	chr7	1193347	1210448	Coding
ALP3	chr7	1211209	1213613	Coding
PF3D7_0728300	chr7	1213841	1214973	Coding
PF3D7_0728400	chr7	1214862	1215834	Coding
PF3D7_0728500	chr7	1216088	1217201	Coding
PF3D7_0728600	chr7	1217404	1225908	Coding
PF3D7_0728700	chr7	1225499	1229857	Coding
PF3D7_0728800	chr7	1230145	1232666	Coding
PF3D7_0728900	chr7	1232210	1235443	Coding
SRP9	chr7	1235416	1236794	Coding
PF3D7_0729100	chr7	1237998	1246671	Coding
AOP	chr7	1246810	1248317	Coding
NMD3	chr7	1248478	1251901	Coding
PF3D7_0729400	chr7	1252237	1254478	Coding
MT-A70	chr7	1254778	1258355	Coding
CMC1	chr7	1258496	1260113	Coding
PF3D7_0729700	chr7	1259830	1262801	Coding
PF3D7_0729800	chr7	1263193	1264952	Coding
PF3D7_0729900	chr7	1265910	1281347	Coding
PF3D7_0730000	chr7	1280794	1282452	Coding
PF3D7_0730100	chr7	1282562	1285940	Coding
PF3D7_0730200	chr7	1286026	1290117	Coding
ApiAP2	chr7	1297144	1302090	Coding
IMP2	chr7	1304347	1305096	Coding
PF3D7_0730500	chr7	1305154	1315639	Coding
PF3D7_0730800	chr7	1320155	1323192	Coding
PTP4	chr7	1324452	1333940	Coding
PTP2	chr7	1336751	1342768	Coding
PF3D7_0731200	chr7	1342335	1344508	Coding
PfG174	chr7	1348427	1351829	Coding
EBA175	chr7	1357251	1363653	Coding
ACS5	chr7	1366407	1370816	Coding
PF3D7_0731700	chr7	1371309	1372884	Coding
GEXP08	chr7	1376748	1380999	Coding
PF3D7_0732000	chr7	1385635	1386626	Coding
RIF	chr7	1390711	1392043	Coding
RIF	chr7	1396437	1397639	Coding
RIF	chr7	1399452	1400682	Coding
RIF	chr7	1402623	1403978	Coding
PF3D7_0732600	chr7	1406853	1407065	Coding
RIF	chr7	1408781	1409975	Coding
PF3D7_0732800	chr7	1410435	1412231	Coding
RIF	chr7	1414434	1415683	Coding
VAR	chr7	1417588	1426234	Coding
VAR	chr8	21361	28653	Coding
VAR	chr8	29147	39682	Coding
VAR	chr8	40302	51425	Coding
RIF	chr8	52760	53982	Coding
RIF	chr8	56352	57703	Coding
PF3D7_0800600	chr8	61138	62135	Coding
SURF8.3	chr8	65153	74000	Coding
PF3D7_0800800	chr8	79126	80766	Coding
PF3D7_0801000	chr8	83838	89909	Coding
WARP	chr8	101954	102826	Coding
PF3D7_0801400	chr8	104442	105517	Coding
NOL10	chr8	106068	108513	Coding
PF3D7_0801600	chr8	108965	109811	Coding
SENP2	chr8	111319	118441	Coding
PF3D7_0801800	chr8	117932	122572	Coding
LSD2	chr8	126226	143894	Coding
GDH3	chr8	145632	151659	Coding
AP2-LT	chr8	151702	161318	Coding
1-CysPxn	chr8	164729	166701	Coding
PWP2	chr8	166711	170995	Coding
PF3D7_0802400	chr8	171844	174406	Coding
PF3D7_0802500	chr8	174618	180248	Coding
ACbeta	chr8	180040	188229	Coding
PF3D7_0802700	chr8	188566	190316	Coding
CNA	chr8	191422	194498	Coding
PF3D7_0802900	chr8	194562	196059	Coding
CYP81	chr8	196270	198711	Coding
UTP14	chr8	198725	203315	Coding
PF3D7_0803200	chr8	203741	207068	Coding
MORG1	chr8	208184	210463	Coding
RAD54	chr8	211217	217167	Coding
PF3D7_0803500	chr8	217476	222589	Coding
PF3D7_0803600	chr8	222976	230577	Coding
g-tub	chr8	230967	233374	Coding
PF3D7_0803800	chr8	232904	234916	Coding
PF3D7_0804000	chr8	236954	241286	Coding
PF3D7_0804300	chr8	241609	244804	Coding
METAP1c	chr8	245027	248440	Coding
PF3D7_0804500	chr8	248516	268538	Coding
PF3D7_0804600	chr8	268603	271146	Coding
PF3D7_0804700	chr8	271417	277413	Coding
CYP24	chr8	278082	279206	Coding
PF3D7_0804900	chr8	279251	282015	Coding
PF3D7_0805000	chr8	282505	285200	Coding
PF3D7_0805100	chr8	286432	289198	Coding
GAMER	chr8	290626	291907	Coding
PF3D7_0805300	chr8	293097	297324	Coding
PF3D7_0805400	chr8	303060	304788	Coding
PF3D7_0805500	chr8	304814	310547	Coding
PAP2	chr8	310797	313261	Coding
FIKK8	chr8	313371	319794	Coding
PF3D7_0805800	chr8	322367	323677	Coding
PF3D7_0805900	chr8	324279	325655	Coding
PF3D7_0806000	chr8	325872	330187	Coding
PF3D7_0806100	chr8	330475	333020	Coding
DPY19	chr8	333168	337845	Coding
FLP	chr8	337844	343424	Coding
ALG13	chr8	344038	345365	Coding
PF3D7_0806500	chr8	344952	348269	Coding
PF3D7_0806600	chr8	349042	353536	Coding
PF3D7_0806700	chr8	353841	362906	Coding
PF3D7_0806800	chr8	362926	367241	Coding
PF3D7_0807000	chr8	367780	372978	Coding
PF3D7_0806900	chr8	368475	370478	Coding
PSH3	chr8	372356	376952	Coding
PF3D7_0807200	chr8	377439	379755	Coding
RAB18	chr8	380766	383025	Coding
COQ10	chr8	383413	386163	Coding
PF3D7_0807500	chr8	386301	388944	Coding
PF3D7_0807600	chr8	388027	395335	Coding
DegP	chr8	395356	399048	Coding
RPN10	chr8	399105	401398	Coding
TyrRS	chr8	401761	404190	Coding
PF3D7_0808000	chr8	404225	409140	Coding
PF3D7_0808100	chr8	409306	415756	Coding
PMX	chr8	415549	419066	Coding
PF3D7_0808300	chr8	419883	422701	Coding
SEC28	chr8	422708	424763	Coding
MPODD	chr8	424794	425171	Coding
VAR	chr8	430405	439297	Coding
VAR	chr8	440408	448062	Coding
RIF	chr8	450615	451899	Coding
RIF	chr8	453803	454919	Coding
VAR	chr8	459071	467014	Coding
pfa55-14	chr8	467507	472481	Coding
C4AP5	chr8	474788	474991	Coding
PF3D7_0809400	chr8	475439	478480	Coding
PF3D7_0809500	chr8	478028	478942	Coding
PF3D7_0809600	chr8	479438	497431	Coding
RUVB1	chr8	499463	501569	Coding
PF3D7_0809800	chr8	502338	506698	Coding
JmjC1	chr8	507486	512862	Coding
PF3D7_0810000	chr8	517385	518627	Coding
PF3D7_0810100	chr8	519144	520724	Coding
ABCK1	chr8	521170	524750	Coding
PPM5	chr8	524487	530847	Coding
AQP2	chr8	532220	534031	Coding
PPM7	chr8	533991	536642	Coding
DBP1	chr8	538956	545974	Coding
PF3D7_0810700	chr8	545282	547450	Coding
PPPK-DHPS	chr8	547896	551057	Coding
PF3D7_0810900	chr8	550902	553375	Coding
CUL1	chr8	553116	558148	Coding
PF3D7_0811100	chr8	557333	560018	Coding
EMC1	chr8	560303	564782	Coding
CAF1	chr8	565878	573416	Coding
PF3D7_0811400	chr8	574372	578973	Coding
CARM1	chr8	579007	582905	Coding
PF3D7_0811600	chr8	582804	589463	Coding
PF3D7_0811700	chr8	588248	593489	Coding
PF3D7_0811800	chr8	592954	595639	Coding
PF3D7_0811900	chr8	595885	601015	Coding
PF3D7_0812000	chr8	600525	602266	Coding
PF3D7_0812100	chr8	604520	613359	Coding
YihA3	chr8	612903	614862	Coding
PF3D7_0812200	chr8	614919	617931	Coding
SSP3	chr8	618843	620228	Coding
KARalpha	chr8	621441	624649	Coding
PF3D7_0812500	chr8	625465	630796	Coding
PF3D7_0812600	chr8	630864	632632	Coding
SNRPC	chr8	633221	635112	Coding
PF3D7_0812800	chr8	635537	635755	Coding
PF3D7_0812900	chr8	636628	642867	Coding
KIC7	chr8	643066	645158	Coding
PF3D7_0813100	chr8	646538	650135	Coding
PF3D7_0813200	chr8	650932	654029	Coding
PF3D7_0813300	chr8	655382	658303	Coding
PF3D7_0813400	chr8	658343	664292	Coding
PF3D7_0813500	chr8	665548	667095	Coding
PF3D7_0813600	chr8	668841	671366	Coding
ABCF1	chr8	670741	675700	Coding
GMD	chr8	676314	677698	Coding
RPS16	chr8	677696	679757	Coding
PF3D7_0814000	chr8	679355	681960	Coding
PF3D7_0814100	chr8	682034	685003	Coding
ALBA1	chr8	684997	689981	Coding
PF3D7_0814300	chr8	690182	694542	Coding
PF3D7_0814400	chr8	694720	697978	Coding
PF3D7_0814500	chr8	699666	703075	Coding
PIMMS22	chr8	703502	704683	Coding
PF3D7_0814700	chr8	705804	707350	Coding
FeSOD	chr8	707792	709223	Coding
Sel3	chr8	709033	711020	Coding
PF3D7_0815100	chr8	711239	714166	Coding
PF3D7_0815200	chr8	715597	720744	Coding
PF3D7_0815300	chr8	721348	725652	Coding
ATPTG3	chr8	725500	726860	Coding
PF3D7_0815500	chr8	727118	730725	Coding
EIF3G	chr8	729750	732584	Coding
Ub	chr8	732891	735068	Coding
VPS9	chr8	735354	742006	Coding
aLipDH	chr8	743266	745505	Coding
RRB1	chr8	745888	748084	Coding
