Gene	Chrom	Start	End	Coding
PF3D7_0423000	4	1047470	1048843	1
PF3D7_0423100	4	1048879	1050294	1
PF3D7_0423200	4	1050249	1051258	1
PF3D7_0423300	4	1051095	1053352	1
AARP	4	1055314	1056674	1
GAPM2	4	1058888	1061603	1
PF3D7_0423600	4	1061719	1067023	1
ETRAMP4	4	1069829	1072039	1
CyRPA	4	1075910	1077829	1
PF3D7_0423900	4	1077575	1078515	1
PF3D7_0424000	4	1080176	1082321	1
RH5	4	1082005	1084464	1
RH4	4	1085641	1091369	1
EBA165	4	1093138	1097835	0
SURF4.2	4	1099303	1107445	1
FIKK4.1	4	1108275	1112724	1
PF3D7_0424600	4	1112736	1117250	1
FIKK4.2	4	1115896	1123289	1
PF3D7_0424800	4	1123975	1125348	1
PF3D7_0424900	4	1127257	1129353	1
PF3D7_0425000	4	1129660	1130893	0
PF3D7_0425050	4	1133232	1133681	0
PF3D7_0425100	4	1134415	1135394	1
PF3D7_0425200	4	1136443	1137793	1
PF3D7_0425250	4	1138009	1138559	0
PF3D7_0425300	4	1141222	1142096	0
PF3D7_0425400	4	1143992	1144824	1
PF3D7_0425500	4	1146672	1147697	1
PF3D7_0500200	5	29233	29304	0
PF3D7_0500600	5	39443	40488	0
MESA	5	42114	48258	1
FIKK5	5	50081	52576	1
PF3D7_0501000	5	55122	57159	1
PIESP2	5	63225	66292	1
SBP1	5	67224	70944	1
FIRA	5	73163	80813	1
RAP3	5	80570	82763	1
RAP2	5	83760	85512	1
APC3	5	86820	89201	1
CAF1A	5	90735	95257	1
PF3D7_0501900	5	94808	97116	1
VPS11	5	97199	102279	1
PF3D7_0502100	5	101346	103488	1
MPV17	5	104000	106727	1
PF3D7_0502300	5	106583	108202	1
MSP8	5	109846	112484	1
PF3D7_0502500	5	114149	115933	1
PF3D7_0502600	5	116198	120058	1
PF3D7_0502700	5	120060	121732	1
PF3D7_0502800	5	122377	123300	1
PF3D7_0502900	5	122938	124276	1
PF3D7_0503000	5	125012	126861	1
IspE	5	126662	128917	1
CDC6	5	130209	133825	1
SRSF12	5	134119	137344	1
ADF1	5	139481	142206	1
PF3D7_0503500	5	142470	145987	1
MyoB	5	146352	150733	1
RPL31	5	151316	153014	1
PF3D7_0503900	5	153455	156762	1
ATPase3	5	157065	165442	1
PF3D7_0504100	5	165089	166846	1
DDX27	5	167258	169809	1
PF3D7_0504300	5	169539	170888	1
PF3D7_0504400	5	172042	174574	1
PF3D7_0504500	5	174882	176765	1
BCKDHB	5	177390	179177	1
CEP120	5	179898	187747	1
PF3D7_0504800	5	187586	205020	1
PF3D7_0504900	5	206397	208680	1
PF3D7_0505000	5	208676	219273	1
TRS85	5	219562	230001	1
ALP2b	5	230206	232507	1
PF3D7_0505300	5	233139	235836	1
PF3D7_0505400	5	235735	238864	1
MSH6	5	238878	243954	1
PF3D7_0505600	5	245653	247093	1
PF3D7_0505700	5	247142	250905	1
SUMO	5	251337	253815	1
MED11	5	254058	256048	1
PF3D7_0506000	5	256063	257694	1
PF3D7_0506100	5	256330	259207	1
TBP	5	259462	260835	1
PF3D7_0506300	5	260639	262284	1
PF3D7_0506400	5	262672	263925	1
PF3D7_0506500	5	264456	278345	1
PF3D7_0506600	5	278774	279495	0
PF3D7_0506700	5	280493	283639	1
TCF25	5	283669	288351	1
ROM4	5	288024	291540	1
PF3D7_0507000	5	292305	294463	1
RPL4	5	294476	297505	1
SUB3	5	298070	301000	1
SOPT	5	301508	305191	1
SUB1-ProM	5	305282	306963	1
SUB1	5	307090	310120	1
CAF40	5	311816	315368	1
NPL4	5	316610	319032	1
PF3D7_0507800	5	320839	327413	1
PF3D7_0507900	5	327656	328316	1
P38	5	328346	330436	1
SET9	5	331618	337242	1
PF3D7_0508200	5	336882	340121	1
TPT	5	340652	344452	1
PF3D7_0508400	5	344931	346744	1
ND6	5	346728	355169	1
PF3D7_0508600	5	355948	357049	1
PRP5	5	358035	362825	1
SSB	5	362856	365744	1
AAP6	5	366627	376779	1
alphaSNAP	5	376542	379117	1
SMC4	5	380595	386806	1
LRR2	5	386956	388505	1
PF3D7_0509300	5	388184	389809	1
RNAPI	5	389815	399902	1
PF3D7_0509500	5	401124	402771	1
PF3D7_0509700	5	405961	407897	1
PI4KB	5	409403	415758	1
PF3D7_0509900	5	415972	417680	1
PF3D7_0510000	5	417823	422380	1
PF3D7_0510100	5	421563	431426	1
CYP87	5	436017	439924	1
SIP	5	440724	442007	1
PF3D7_0510400	5	443533	445913	1
TopoI	5	445554	448872	1
PF3D7_0510600	5	451355	451434	0
PF3D7_0510700	5	459301	460344	1
PF3D7_0510800	5	461017	464399	1
PF3D7_0510900	5	465782	465939	0
TCTP	5	467139	468451	1
PF3D7_0511100	5	468884	470250	1
SCD	5	470506	474400	1
PF3D7_0511300	5	474407	478999	1
PF3D7_0511400	5	481423	482568	1
PF3D7_0511500	5	484937	517423	1
ARNP	5	517088	518520	1
CGI121	5	518405	520655	1
INO1	5	520131	522996	1
PF3D7_0511900	5	524501	527218	1
PFD6	5	527485	528969	1
PF3D7_0512100	5	528729	529510	1
GS	5	529629	532277	1
MAT1	5	532825	534881	1
PF3D7_0512400	5	536273	536977	1
PF3D7_0512450	5	537499	539282	0
PF3D7_0512500	5	539571	543685	1
RAB1b	5	543951	546564	1
OPRT	5	546264	547814	1
PF3D7_0512800	5	548139	553825	1
AKAL	5	553939	554787	1
PF3D7_0513000	5	555264	556651	1
PF3D7_0513100	5	556685	558060	1
PF3D7_0513200	5	559099	569049	1
PNP	5	568594	570527	1
YihA1	5	570684	572743	1
PAM16	5	573224	574334	1
PF3D7_0513600	5	574365	579453	1
PSOP12	5	580815	584424	1
RAB1a	5	584878	586032	1
PF3D7_0513900	5	587509	588764	1
TTL	5	588921	590809	1
UvrD	5	591098	595679	1
PF3D7_0514200	5	596622	599828	1
PF3D7_0514300	5	599959	603868	1
PF3D7_0514400	5	603951	604023	0
PF3D7_0514500	5	604633	606347	1
PF3D7_0514600	5	606433	609049	1
PF3D7_0514700	5	610089	614771	1
PF3D7_0514800	5	615232	618202	1
PF3D7_0514900	5	618369	620372	1
CWC2	5	620377	624323	1
ROM9	5	624719	626844	1
PF3D7_0515200	5	627289	627961	1
PI3K	5	628784	635412	1
PF3D7_0515400	5	636591	640519	1
GEP1	5	641137	644685	1
GEP	5	646042	652163	1
GAP40	5	653317	656149	1
PF3D7_0515800	5	657947	659643	1
NIF2	5	659849	661610	1
PF3D7_0516000	5	662435	667113	1
ATPase1	5	667396	675244	1
PF3D7_0516300	5	677677	681517	1
PhLP1	5	680968	682644	1
MFS1	5	683708	685859	1
MB2	5	686350	693455	1
PF3D7_0516700	5	693120	699060	1
RPL2	5	712371	714307	1
PF3D7_0517000	5	715214	717787	1
PF3D7_0517100	5	717799	719939	1
PF3D7_0517200	5	720614	722849	1
FACT-L	5	731350	735605	1
PF3D7_0517500	5	735386	738469	1
CPbeta	5	739651	741365	1
EIF3B	5	742798	745633	1
DCX	5	745798	746634	1
PF3D7_0517900	5	747364	749746	1
PF3D7_0518000	5	750421	752625	1
AMR2	5	753178	758036	1
MDM2	5	757797	759247	1
PF3D7_0518300	5	759377	761483	1
CYC3	5	762103	762792	1
DDX23	5	762933	767061	1
WDR26	5	768798	774027	1
PUF1	5	774052	780916	1
PSOP13	5	783638	784991	1
PF3D7_0518900	5	785664	786565	1
SLBP	5	788099	790045	1
PF3D7_0519100	5	790072	791204	1
PF3D7_0519200	5	791256	793280	1
COX10	5	795081	797815	1
RPS24	5	797479	799233	1
CCR4-1	5	801173	810530	1
PF3D7_0519600	5	811849	815452	1
PF3D7_0519700	5	816163	819538	1
PF3D7_0519800	5	819888	824376	1
PF3D7_0519900	5	825229	828230	1
RPS9	5	828277	830137	1
PPM9	5	830897	834873	1
MED17	5	834812	837967	1
LSM2	5	837998	839532	1
PF3D7_0520400	5	839260	841139	1
PF3D7_0520500	5	841321	842672	1
Ap4AH	5	842960	845134	1
PF3D7_0520700	5	845538	848991	1
PF3D7_0520800	5	849251	856116	1
SAHH	5	856500	859367	1
PF3D7_0521000	5	858511	861445	1
PF3D7_0521100	5	861930	867583	1
PF3D7_0521200	5	868694	869943	1
PF3D7_0521300	5	870142	875484	1
PF3D7_0521400	5	875800	877760	1
PF3D7_0521500	5	877768	879984	1
PF3D7_0521600	5	879807	881622	1
DDX1	5	882262	885355	1
PF3D7_0521800	5	885714	888232	1
PF3D7_0521900	5	888657	895144	1
PF3D7_0522000	5	895431	897323	1
PF3D7_0522100	5	897008	900527	1
TAF10	5	900568	902520	1
PF3D7_0522300	5	902269	905399	1
PF3D7_0522400	5	907140	937000	1
RPL17	5	937231	938037	1
PF3D7_0522600	5	939097	942014	1
SufA	5	942427	944106	1
BUD31	5	943731	945784	1
PF3D7_0522900	5	948230	953960	1
MDR1	5	955955	963095	1
QCR2	5	962443	965404	1
PF3D7_0523200	5	965466	970150	1
ApiCOX18	5	969839	971652	1
PF3D7_0523400	5	973038	976138	1
PF3D7_0523500	5	976450	978046	1
PF3D7_0523600	5	978381	979999	1
PF3D7_0523700	5	980469	986038	1
PF3D7_0523800	5	987076	992081	1
PF3D7_0523900	5	992760	997375	1
KASbeta	5	995782	1002522	1
PF3D7_0524100	5	1002547	1008230	1
PF3D7_0524200	5	1008263	1010159	1
PF3D7_0524300	5	1010595	1012862	1
RBG1	5	1013254	1015395	1
PF3D7_0524500	5	1015608	1017341	1
PF3D7_0524600	5	1017358	1019072	1
TOM22	5	1018901	1020362	1
UFD1	5	1020924	1024781	1
TYW1	5	1026705	1030943	1
PF3D7_0525000	5	1034754	1039424	1
ACS10	5	1040922	1043921	1
SMC6	5	1044284	1051519	1
PF3D7_0525300	5	1052224	1053970	1
PF3D7_0525400	5	1057597	1059130	1
PF3D7_0525500	5	1059480	1065703	1
PF3D7_0525600	5	1065902	1070111	1
PF3D7_0525700	5	1068225	1070098	1
IMC1g	5	1071094	1072988	1
NEK2	5	1073417	1075644	1
PF3D7_0526000	5	1075782	1079027	1
PF3D7_0526100	5	1079225	1081313	1
ARFGAP2	5	1081123	1084702	1
WDR55	5	1085623	1087455	1
PF3D7_0526400	5	1087761	1089508	1
PF3D7_0526500	5	1090492	1095184	1
PF3D7_0526600	5	1098833	1116194	1
PF3D7_0526700	5	1117087	1119867	1
PF3D7_0526800	5	1120104	1122685	1
PF3D7_0526900	5	1122602	1124595	1
MCM3	5	1124729	1129071	1
UBC13	5	1129570	1131702	1
USP14	5	1132901	1135534	1
METAP1a	5	1135566	1138779	1
PF3D7_0527400	5	1138602	1141621	1
HIP	5	1142668	1145603	1
PF3D7_0527600	5	1145803	1149684	1
PF3D7_0527700	5	1150234	1150306	0
PF3D7_0527800	5	1151227	1151309	0
DDX41	5	1153516	1156002	1
UMP1	5	1156067	1156986	1
PF3D7_0528100	5	1157507	1162257	1
EIF3E	5	1162969	1165509	1
PF3D7_0528300	5	1166047	1169378	1
DHHC7	5	1170170	1174394	1
CPalpha	5	1174532	1177311	1
PF3D7_0528600	5	1176626	1177319	1
CYP23	5	1178062	1179980	1
PF3D7_0528800	5	1180162	1182686	1
PF3D7_0528900	5	1183850	1186249	1
PF3D7_0529000	5	1186294	1190130	1
ATrx2	5	1190980	1192000	1
PF3D7_0529200	5	1192973	1195332	1
TIC22	5	1195884	1197645	1
PF3D7_0529400	5	1198563	1205743	1
PF3D7_0529500	5	1206043	1207830	1
PF3D7_0529600	5	1208390	1208462	0
PF3D7_0529700	5	1208695	1212893	1
PF3D7_0529800	5	1213104	1220543	1
PF3D7_0529900	5	1219683	1223261	1
PF3D7_0530000	5	1223345	1225947	1
SYN6	5	1225877	1228191	1
PPT	5	1229052	1231469	1
PIC6	5	1231929	1238086	1
PF3D7_0530400	5	1238120	1243999	1
PF3D7_0530500	5	1244751	1248359	1
PF3D7_0530600	5	1248232	1250252	1
PF3D7_0530700	5	1250370	1254901	1
DPM3	5	1254200	1255290	1
PF3D7_0530800	5	1255012	1257579	1
FRM1	5	1257680	1266372	1
PF3D7_0531000	5	1266892	1269589	1
PF3D7_0531100	5	1269832	1278893	1
PF3D7_0531200	5	1279189	1280883	1
PF3D7_0531300	5	1281104	1282484	1
PF3D7_0531400	5	1282377	1286689	1
PF3D7_0531500	5	1288559	1289308	0
PF3D7_0531600	5	1289601	1291692	0
PF3D7_0531800	5	1292052	1292210	0
PF3D7_0532000	5	1292410	1296199	0
ETRAMP5	5	1300188	1302740	1
PF3D7_0532200	5	1303429	1304634	1
PF3D7_0532300	5	1307099	1310572	1
LyMP	5	1311992	1315355	1
PF3D7_0532500	5	1316238	1316874	1
PF3D7_0532600	5	1317882	1319382	1
PF3D7_0532800	5	1324239	1325027	0
VAR1CSA	5	1333470	1342964	0
PF3D7_0601500	6	64746	67786	1
PF3D7_0601600	6	68698	70201	1
PF3D7_0601700	6	70948	71935	0
PF3D7_0601800	6	74263	74413	0
PF3D7_0601900	6	76204	79596	1
PF3D7_0602000	6	81532	88869	1
MTR4	6	91725	97247	1
PF3D7_0602200	6	97494	99410	1
PALM	6	99781	100725	1
PF3D7_0602500	6	105022	107401	1
PF3D7_0602600	6	106703	112376	1
PF3D7_0602700	6	113592	115478	1
JmjC2	6	115789	118379	1
PF3D7_0602900	6	118239	120929	1
PF3D7_0603000	6	121248	124846	1
PF3D7_0603100	6	125002	127010	1
BCS1	6	128292	130385	1
DHODH	6	130191	132792	1
TEX1	6	132888	138199	1
CAX	6	138667	141013	1
PF3D7_0603600	6	140777	149585	1
mFRS	6	150279	152471	1
CEP76	6	152505	160682	1
PF3D7_0603900	6	160825	162616	1
PF3D7_0604000	6	163582	170363	1
SIP2	6	170776	178985	1
PF3D7_0604200	6	180607	181669	1
PF3D7_0604300	6	181680	184760	1
PF3D7_0604400	6	184892	185843	1
PF3D7_0604500	6	188237	198546	1
PF3D7_0604600	6	198862	204355	1
GILP	6	204545	206720	1
PF3D7_0604800	6	206807	211802	1
PF3D7_0604900	6	212174	213397	1
PF3D7_0605000	6	213348	214430	1
KH1	6	215004	220338	1
PF3D7_0605200	6	220100	221977	1
ARK1	6	222150	224529	1
PF3D7_0605400	6	224446	225095	1
PF3D7_0605500	6	225346	227905	1
PF3D7_0605600	6	228132	234835	1
PF3D7_0605700	6	236397	237251	1
RAD50	6	237355	246015	1
PF3D7_0605900	6	246321	249977	1
KIC1	6	249666	255695	1
PF3D7_0606100	6	257163	260505	1
PEX4	6	260228	262593	1
PF3D7_0606300	6	262635	263857	1
PF3D7_0606400	6	263936	264830	1
PTB	6	264901	269898	1
PF3D7_0606600	6	270150	279739	1
PF3D7_0606700	6	281991	287880	1
VFT1	6	287041	289722	1
GLP2	6	290146	292628	1
PF3D7_0607000	6	291965	297805	1
PF3D7_0607100	6	297941	301197	1
PF3D7_0607200	6	301304	303478	1
UROD	6	304088	306392	1
PF3D7_0607400	6	306360	310500	1
COQ2	6	310779	313770	1
SAS6	6	311667	318394	1
PF3D7_0607700	6	319519	329442	1
PF3D7_0607800	6	329254	332013	1
PF3D7_0607900	6	332329	335631	1
DPH7	6	335107	337484	1
PF3D7_0608100	6	336465	342148	1
PF3D7_0608200	6	341804	342871	1
PF3D7_0608300	6	342351	347812	1
SAM50	6	347997	349756	1
C4AP4	6	349769	350541	1
PF3D7_0608500	6	350697	353774	1
PF3D7_0608600	6	354683	356424	1
CCT6	6	357303	361171	1
OAT	6	361326	363964	1
PF3D7_0608900	6	363994	368548	1
NUP637	6	369043	388626	1
ZIP1	6	388540	392142	1
PF3D7_0609200	6	392371	394770	1
PF3D7_0609300	6	396165	399337	1
CLS	6	399357	402112	1
PF3D7_0609500	6	402722	407242	1
PF3D7_0609600	6	408041	412002	1
KIC6	6	412443	420258	1
DHHC2	6	420422	423142	1
PF3D7_0609900	6	423862	432332	1
PF3D7_0610000	6	432378	434270	1
SLU7	6	434240	436684	1
RBM25	6	437200	440881	1
PF3D7_0610300	6	442806	443219	0
H3	6	444363	445584	1
PF3D7_0610500	6	444549	446775	1
CDPK2	6	449004	452099	1
PF3D7_0610700	6	452476	453446	1
TK	6	453671	456422	1
SPT5	6	456064	460886	1
PF3D7_0611000	6	463021	465127	1
SDH3	6	466047	466537	1
ATPTG2	6	469685	471521	1
SWIB	6	471256	474637	1
PF3D7_0611500	6	482825	483907	1
BTP1	6	484649	487474	1
RPL39	6	488418	489504	1
PF3D7_0611800	6	490750	501967	1
PF3D7_0611900	6	505314	507593	1
PF3D7_0612000	6	506386	508412	1
EIF3L	6	508686	511919	1
LRR6	6	512392	519614	1
TMEM234	6	520410	521138	1
PF3D7_0612400	6	521142	522177	1
PF3D7_0612500	6	522300	522665	1
NCS6	6	522936	525730	1
P12	6	525736	527850	1
P12p	6	527873	529438	1
NOG1	6	530674	533646	1
PF3D7_0613000	6	533673	535898	1
PF3D7_0613100	6	537127	539045	1
PF3D7_0613200	6	539074	539954	1
ROP14	6	539725	545452	1
RPL18	6	546920	548162	1
PF3D7_0613500	6	547900	552544	1
PF3D7_0613600	6	554117	559142	1
PF3D7_0613700	6	558835	562741	1
MyoE	6	579250	586589	1
PF3D7_0614000	6	586596	589075	1
PF3D7_0614100	6	589090	592978	1
NAR1	6	593122	595984	1
MFR1	6	596483	602866	1
CWF7	6	602024	605863	1
RPL19	6	605437	608581	1
PF3D7_0614600	6	609088	611451	1
PF3D7_0614700	6	612082	614491	1
NTHL1	6	615060	617043	1
PF3D7_0614900	6	617589	622087	1
PF3D7_0615000	6	622098	623014	1
ENR	6	622767	624490	1
PF3D7_0615200	6	625120	627612	1
GWT1	6	627693	630345	1
PF3D7_0615400	6	630396	642340	1
CRK5	6	642699	646241	1
PF3D7_0615600	6	646286	655848	1
ALYREF	6	656020	657929	1
COG4	6	657706	662270	1
PF3D7_0615900	6	662372	669026	1
PDXK	6	669060	671828	1
PF3D7_0616100	6	671851	672965	1
NDC80	6	674071	676647	1
PF3D7_0616300	6	676559	677881	1
PF3D7_0616400	6	678087	684110	1
TLP	6	684742	688857	1
PF3D7_0616600	6	689086	691142	1
PF3D7_0616700	6	691710	694810	1
MQO	6	695090	698245	1
PF3D7_0616900	6	698792	704220	1
TOM40	6	703477	705444	1
PF3D7_0617100	6	707666	714669	1
PF3D7_0617200	6	714972	720182	1
PF3D7_0617300	6	720336	721721	1
PF3D7_0617600	6	738020	739535	1
H2A	6	747329	749285	1
H3.3	6	753392	756429	1
PF3D7_0618000	6	757278	761654	1
PF3D7_0618100	6	761703	764548	1
PF3D7_0618200	6	764260	765980	1
PF3D7_0618300	6	767672	769944	1
PF3D7_0618400	6	770147	772506	1
MDH	6	774491	776051	1
ROM10	6	775980	777835	1
PF3D7_0618700	6	778651	779988	1
PF3D7_0618800	6	779480	783561	1
GPI1	6	784019	788588	1
PF3D7_0619000	6	788061	796075	1
PF3D7_0619100	6	796519	798904	1
PF3D7_0619200	6	799040	803205	1
PF3D7_0619300	6	802988	814565	1
PF3D7_0619400	6	815190	818801	1
ACS12	6	819576	824325	1
PF3D7_0619600	6	824758	828098	1
PF3D7_0619700	6	828122	830389	1
PF3D7_0619800	6	830916	839790	1
SF3A2	6	839748	841672	1
PIMMS43	6	841846	843363	1
ATPTG12	6	845162	846452	1
PF3D7_0620200	6	846523	848013	1
PF3D7_0620300	6	848035	850864	1
MSP10	6	851162	853200	1
PF3D7_0620500	6	853821	857324	1
PF3D7_0620600	6	857342	858966	1
PF3D7_0620700	6	858689	860721	1
PF3D7_0620800	6	861017	861088	0
PF3D7_0620900	6	861685	861765	0
PF3D7_0621000	6	862450	865522	1
PF3D7_0621100	6	865550	870507	1
PDX1	6	871089	873059	1
PUF3	6	873178	877670	1
SYS1	6	876679	877298	1
ALV7	6	878363	880852	1
RPP1	6	881823	883145	1
PF3D7_0621600	6	883563	883644	0
PF3D7_0621700	6	884024	890267	1
PF3D7_0621800	6	890901	892882	1
SRP68	6	892883	896208	1
PF3D7_0622000	6	896664	897983	1
PF3D7_0622100	6	897970	902735	1
PF3D7_0622200	6	903432	906428	1
PF3D7_0622300	6	907610	911239	1
PF3D7_0622400	6	911283	912177	1
PF3D7_0622500	6	912197	914142	1
QCR9	6	914409	915450	1
PF3D7_0622700	6	915905	917975	1
PF3D7_0622800	6	918684	924649	1
AP2Tel	6	924060	932959	1
NAB2	6	938917	944710	1
FNR	6	945100	947629	1
PF3D7_0623300	6	947121	949262	1
Mei2	6	950223	951506	1
SOD2	6	952825	955039	1
PF3D7_0623600	6	955547	958868	1
SUV3	6	958885	962607	1
TKL4	6	962886	974547	1
PF3D7_0623900	6	977162	978525	1
HK	6	980208	983258	1
PF3D7_0624100	6	983297	985562	1
PF3D7_0624200	6	984837	986998	1
PF3D7_0624300	6	987808	989636	1
PF3D7_0624400	6	989930	992253	1
APC11	6	993658	996430	1
ISWI	6	998548	1009457	1
PIGL	6	1008978	1010796	1
PF3D7_0624800	6	1011429	1014569	1
PF3D7_0624900	6	1015681	1018905	1
SMS1	6	1019648	1022452	1
SMS2	6	1023015	1024214	1
PF3D7_0625200	6	1024810	1026740	1
PF3D7_0625300	6	1026468	1031411	1
PF3D7_0625400	6	1031969	1034471	1
PF3D7_0625500	6	1034313	1037552	1
PAP	6	1037558	1042004	1
PF3D7_0625700	6	1042132	1043395	1
PF3D7_0625800	6	1043400	1045953	1
PF3D7_0625900	6	1046986	1048052	1
PF3D7_0626000	6	1048453	1055207	1
PF3D7_0626100	6	1055904	1058812	1
PF3D7_0626200	6	1058496	1060180	1
FabB/FabF	6	1061115	1062891	1
PF3D7_0626400	6	1064859	1068640	1
PF3D7_0626500	6	1069962	1072805	1
PF3D7_0626600	6	1073363	1074436	1
PF3D7_0626700	6	1074341	1076871	1
PyrK	6	1078020	1082073	1
PF3D7_0626840	6	1080331	1080559	0
PF3D7_0626900	6	1082531	1084389	1
PF3D7_0627000	6	1084110	1087609	1
PF3D7_0627100	6	1087078	1094389	1
PF3D7_0627200	6	1094737	1096373	1
RNF5	6	1096654	1098696	1
TIM22	6	1099753	1100995	1
DJ1	6	1100997	1103240	1
PF3D7_0627600	6	1103388	1105825	1
PF3D7_0627700	6	1105837	1113416	1
ACAS	6	1113448	1117623	1
POP4	6	1118231	1121193	1
PTPS	6	1121527	1122523	1
HECT1	6	1122322	1154481	1
PK4	6	1158605	1169668	1
CEPT	6	1169270	1174371	1
PF3D7_0628400	6	1175869	1178588	1
PF3D7_0628500	6	1178630	1180100	1
PF3D7_0628600	6	1180102	1182381	1
PF3D7_0628700	6	1183134	1185887	1
GATB	6	1184868	1189014	1
PF3D7_0628900	6	1189472	1193978	1
GNA1	6	1194304	1195217	1
NAPRT	6	1195429	1198332	1
PF3D7_0629200	6	1198354	1202056	1
PL	6	1204859	1208175	1
PABP3	6	1209083	1213867	1
AAT1	6	1213102	1217313	1
PF3D7_0629600	6	1217321	1219766	1
SET1	6	1221309	1243267	1
PF3D7_0629800	6	1243321	1247814	1
PF3D7_0629900	6	1248188	1251651	1
PF3D7_0630000	6	1252052	1253985	1
PF3D7_0630100	6	1254330	1256987	1
PSOP6	6	1258880	1259939	1
PF3D7_0630300	6	1260163	1270722	1
PF3D7_0630400	6	1271808	1274009	1
YTM1	6	1275505	1278363	1
PF3D7_0630600	6	1279742	1283475	1
PF3D7_0630700	6	1284439	1287109	1
PF3D7_0630800	6	1288066	1290942	1
HAS1	6	1290623	1293448	1
PF3D7_0631000	6	1293965	1296496	1
PF3D7_0631100	6	1297376	1300414	1
PF3D7_0631700	6	1326737	1327918	0
PF3D7_0631900	6	1333013	1334035	1
PF3D7_0632250	6	1345452	1345655	0
PF3D7_0700400	7	36922	37927	1
PF3D7_0700600	7	43192	44140	0
PF3D7_0700700	7	45559	46607	0
PF3D7_0701000	7	52086	53636	0
PF3D7_0701900	7	79450	83835	1
PF3D7_0702000	7	83838	86436	1
PF3D7_0702100	7	88685	90886	0
LPL20	7	91731	95602	1
STARP	7	95444	99176	1
SEMP1	7	100338	103399	1
PF3D7_0702500	7	104012	106731	1
PF3D7_0702600	7	109915	110178	1
PF3D7_0702700	7	111473	111545	0
PF3D7_0702800	7	112049	112132	0
PF3D7_0702900	7	112576	114405	1
PF3D7_0703000	7	115122	120892	1
CIA2	7	121061	122407	1
PF3D7_0703200	7	122013	127441	1
PF3D7_0703300	7	128111	129083	1
PF3D7_0703400	7	129160	132186	1
PF3D7_0703500	7	133470	143247	1
PF3D7_0703600	7	143601	146565	1
PF3D7_0703700	7	146573	148237	1
PF3D7_0703800	7	149804	152980	1
PF3D7_0703900	7	153119	167024	1
PF3D7_0704000	7	167240	177537	1
BTP2	7	179797	191155	1
PF3D7_0704200	7	190990	195252	1
PF3D7_0704300	7	196266	203802	1
PF3D7_0704400	7	204333	208447	1
PF3D7_0704500	7	207891	213784	1
UT	7	214949	230713	1
PPAT	7	232362	237763	1
PPM12	7	237810	242106	1
PF3D7_0705000	7	245497	250602	1
PF3D7_0705100	7	251976	255484	1
PF3D7_0705200	7	255871	260931	1
ORC2	7	261340	264630	1
MCM7	7	264682	267876	1
PF3D7_0705500	7	269635	280332	1
PF3D7_0705600	7	280570	284888	1
PF3D7_0705700	7	285012	286963	1
PF3D7_0705800	7	287597	289088	1
PF3D7_0705900	7	289460	291545	1
PF3D7_0706000	7	292228	297493	1
PF3D7_0706100	7	297233	303776	1
PF3D7_0706200	7	303964	305242	1
PF3D7_0706300	7	305264	306466	1
RPL37	7	306475	308427	1
PF3D7_0706500	7	309725	316861	1
PF3D7_0706600	7	319757	322639	1
MSH2-2	7	322907	325528	1
PF3D7_0706800	7	326072	326144	0
PF3D7_0706900	7	326726	326797	0
PF3D7_0707000	7	327865	327937	0
PF3D7_0707100	7	329012	329084	0
PF3D7_0707200	7	329719	336587	1
RAMA	7	337720	343059	1
PF3D7_0707400	7	343620	346688	1
PF3D7_0707500	7	347664	353625	1
MED10	7	353757	355465	1
PF3D7_0707700	7	356174	360641	1
PF3D7_0707800	7	360813	365795	1
PF3D7_0707900	7	366092	368080	1
PF3D7_0708000	7	368274	372081	1
RPB10	7	372302	373569	1
PF3D7_0708200	7	374243	377393	1
BUD32	7	377674	379642	1
PF3D7_0707420	7	383172	383519	0
PF3D7_0708500	7	385186	388646	1
IMC1d	7	389473	390365	1
COX4	7	390832	392770	1
HSP110c	7	393813	399112	1
SCO1	7	398963	400872	1
CRT	7	402385	406341	1
PF3D7_0709050	7	406820	407448	0
PF3D7_0709100	7	407818	412040	1
GLP3	7	412092	413161	1
MED14	7	413560	422436	1
PF3D7_0709400	7	422674	427278	1
PF3D7_0709500	7	427513	429738	1
POP1	7	429537	433997	1
PARE	7	434748	436518	1
PF3D7_0709800	7	437183	438431	1
PF3D7_0709900	7	438115	445951	1
PF3D7_0710000	7	447209	458876	1
PF3D7_0710100	7	459688	461959	1
PF3D7_0710200	7	462183	472293	1
PF3D7_0710300	7	472306	474069	1
RAD14	7	474350	475968	1
PF3D7_0710500	7	475796	477592	1
RPL34	7	478345	479945	1
PF3D7_0710700	7	480710	482347	1
USE1	7	482351	484169	1
RPL1	7	484253	486321	1
CDC48	7	486497	491719	1
PF3D7_0711100	7	491933	494421	1
PF3D7_0711200	7	494948	498596	1
PF3D7_0711300	7	499135	500245	1
SAP18	7	500019	503352	1
PF3D7_0711500	7	504540	507864	1
PF3D7_0711600	7	508474	508608	0
PF3D7_0711800	7	523147	523281	0
PF3D7_0712100	7	538520	538654	0
PF3D7_0712700	7	577945	578079	0
SR25	7	612059	613810	1
PF3D7_0713500	7	613821	617804	1
PF3D7_0713600	7	617889	621078	1
PF3D7_0713700	7	621090	623717	1
NELFA	7	623870	625625	1
PF3D7_0713900	7	626391	641230	1
H2B.Z	7	642200	643997	1
PF3D7_0714100	7	646719	648767	1
PF3D7_0714200	7	650460	655136	1
DHHC4	7	656565	662123	1
